ticker,asset_size,kind,source_currency
AMP,46754762752.0,marketcap,USD
XYZ,45918216192.0,marketcap,USD
CRWV,39215595520.0,marketcap,USD
MCHP,42821640192.0,marketcap,USD
CRDO,39747764224.0,marketcap,USD
RKLB,39932166144.0,marketcap,USD
ADSK,44287717376.0,marketcap,USD
TTWO,43009679360.0,marketcap,USD
IDXX,42937593856.0,marketcap,USD
COIN,41703202816.0,marketcap,USD
WCN,42750119936.0,marketcap,USD
BDX,43083501568.0,marketcap,USD
ADM,41409703936.0,marketcap,USD
ED,41647542272.0,marketcap,USD
AIG,41918103552.0,marketcap,USD
CMG,40778113024.0,marketcap,USD
LYV,41246019584.0,marketcap,USD
PRU,41665122304.0,marketcap,USD
YUM,41045512192.0,marketcap,USD
KDP,40381407232.0,marketcap,USD
MSCI,40042430464.0,marketcap,USD
RVMD,40229629952.0,marketcap,USD
ARES,41728897024.0,marketcap,USD
DHI,41048956928.0,marketcap,USD
PEG,39771029504.0,marketcap,USD
CBRE,40836202496.0,marketcap,USD
AXON,40489648128.0,marketcap,USD
A,39136595968.0,marketcap,USD
PAYX,40387788800.0,marketcap,USD
SYY,39741755392.0,marketcap,USD
HIG,38523604992.0,marketcap,USD
NTRA,37520994304.0,marketcap,USD
VG,35551166464.0,marketcap,USD
WAT,36788277248.0,marketcap,USD
UAL,38386860032.0,marketcap,USD
WEC,37709258752.0,marketcap,USD
IRM,38175391744.0,marketcap,USD
KVUE,37017767936.0,marketcap,USD
RKT,36924059648.0,marketcap,USD
ALNY,36284710912.0,marketcap,USD
VMC,36292444160.0,marketcap,USD
MTB,36175273984.0,marketcap,USD
KMB,36413853696.0,marketcap,USD
HBAN,35074404352.0,marketcap,USD
ROP,36329926656.0,marketcap,USD
ON,33785200640.0,marketcap,USD
HSY,35355602944.0,marketcap,USD
STLD,35636420608.0,marketcap,USD
CCL,36062863360.0,marketcap,USD
IQV,34723545088.0,marketcap,USD
TKO,34521227264.0,marketcap,USD
EME,33170081792.0,marketcap,USD
MSTR,33488848896.0,marketcap,USD
KR,34841251840.0,marketcap,USD
RBLX,34044788736.0,marketcap,USD
JBL,32755394560.0,marketcap,USD
EQT,33171113984.0,marketcap,USD
MLM,33601683456.0,marketcap,USD
CCI,32731299840.0,marketcap,USD
RDDT,32482050048.0,marketcap,USD
CASY,31884541952.0,marketcap,USD
NTAP,32863608832.0,marketcap,USD
EXR,32598700032.0,marketcap,USD
UI,31816460288.0,marketcap,USD
RJF,32522530816.0,marketcap,USD
CQP,31773310976.0,marketcap,USD
WDAY,33425389568.0,marketcap,USD
CNC,31311667200.0,marketcap,USD
